Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Chatty,623332958,2,0,2,130866,Padme JKA Ahsoka GK GMY R3
ManõWar,718134452,1,0,1,135902,Padme JKA Ahsoka R4 GK GMY
T boy 3,259354979,1,0,1,149293,Padme JKA Ahsoka R4 GK GMY
mystic kai,895242639,6,0,6,134033,Padme JKA Ahsoka G12 GK GMY
Lex Naga,744987494,12,0,12,126055,Padme JKA Ahsoka G12 GK GMY G12
Dakaf Fyrewalker,319311646,0,0,0,164905,Padme JKA Ahsoka GK GMY
Nall1986,557293475,0,0,0,154337,Padme JKA Ahsoka GK GMY
Nova51,713489383,0,0,0,143541,Padme JKA Ahsoka GK GMY
AndySkywalker,347134145,0,0,0,156810,Padme JKA Ahsoka GK GMY
Giran Kenor Twitchin,441134558,0,0,0,151712,Padme JKA Ahsoka GK GMY
MINI DarthSmit,928261287,4,0,4,145951,Padme R3 JKA Ahsoka R3 GK GMY
XavierSpud's Demonslayer,136937923,3,0,3,147764,Padme R2 JKA Ahsoka GK GMY
Force Wielding Caveman,121617387,0,0,0,154154,Padme JKA Ahsoka GK GMY
FedeRox,753788473,12,0,12,122998,Padme G12 JKA Ahsoka R3 GK R3 GMY R3
Beskar is Back,388193425,48,0,48,57388,Padme G12 JKA G11 5* Ahsoka G10 GK G8 GMY G1
DragonMaster007,138339774,2,0,2,137079,Padme JKA Ahsoka GK GMY R3
CaptainRecker,664645297,6,0,6,136667,Padme G12 JKA Ahsoka GK GMY
CC 2224,455353329,0,0,0,142686,Padme JKA Ahsoka GK GMY
Jacke Aiche,269852122,12,0,12,138500,Padme G12 JKA Ahsoka G12 GK GMY
CC 5576,854419318,0,0,0,142753,Padme JKA Ahsoka GK GMY
MINI Flash Wayne,298613176,6,0,6,137318,Padme JKA Ahsoka GK GMY G12
D Money,154714722,15,0,15,124568,Padme R2 JKA Ahsoka R2 GK R2 GMY G12
MrsCrow,644614815,54,0,54,55342,Padme G0 0* JKA G12 Ahsoka G11 GK G1 GMY G12
Jet Maxwell III,297794728,6,0,6,146415,Padme JKA Ahsoka G12 GK GMY
Giran Twitchin,214195595,6,0,6,124856,Padme JKA Ahsoka GK GMY G12
LilBåby Том,465871768,17,0,17,124077,Padme G13 JKA R4 Ahsoka G13 GK GMY G12
KageSkywalker,616323741,0,0,0,153574,Padme JKA Ahsoka GK GMY
ChrisCarter,399125674,12,0,12,126818,Padme R3 JKA Ahsoka R3 GK R3 GMY G12
Vaders Wrath,529633452,0,0,0,157085,Padme JKA Ahsoka GK GMY
Willy,548893168,16,0,16,130823,Padme G12 JKA G12 Ahsoka R1 GK GMY
Hotdog,223445887,37,0,37,78674,Padme G9 JKA Ahsoka G10 GK G8 GMY G8
McGʉffιη,474274391,8,0,8,140204,Padme R3 JKA Ahsoka G12 GK GMY
Ocin,816683245,15,0,15,119678,Padme JKA R3 Ahsoka R2 GK R2 GMY G11
BringMeTheWookie,678365692,1,0,1,153070,Padme JKA Ahsoka R4 GK GMY
Greg,468297123,24,0,24,100494,Padme G8 JKA Ahsoka G12 GK R3 GMY G12
Levka Fae,613883238,0,0,0,151473,Padme JKA Ahsoka GK GMY
J48W,444427259,0,0,0,146619,Padme JKA Ahsoka GK GMY
Drew Rosario,598889756,66,0,66,26191,Padme G0 0* JKA G10 Ahsoka G7 6* GK G0 0* GMY G7
Łord Thragg,434287123,0,0,0,151338,Padme JKA Ahsoka GK GMY
CT 5555,814919958,0,0,0,142566,Padme JKA Ahsoka GK GMY
CT 7567,349191421,0,0,0,142410,Padme JKA Ahsoka GK GMY
Bizurker,856972599,0,0,0,143755,Padme JKA Ahsoka GK GMY
Swagfrog4,564259685,23,0,23,97266,Padme G12 JKA G11 5* Ahsoka R3 GK R3 GMY G12
Mast3r,358438749,7,0,7,141909,Padme G12 JKA Ahsoka R4 GK GMY
Dereckgotstrong,586586992,6,0,6,138458,Padme JKA Ahsoka G12 GK GMY
Mortus,647791474,22,0,22,113821,Padme G8 JKA Ahsoka G12 GK G12 GMY
