Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
DarthKailon,933888673,0,0,0,160263,Padme JKA Ahsoka GK GMY
DAGGOBILI,786851589,0,0,0,141516,Padme JKA Ahsoka GK GMY
Rendash Arend,557291511,0,0,0,146489,Padme JKA Ahsoka GK GMY
Lars Quell,151487741,0,0,0,151974,Padme JKA Ahsoka GK GMY
Anton360247,757167173,0,0,0,162874,Padme JKA Ahsoka GK GMY
David,451567767,0,0,0,153420,Padme JKA Ahsoka GK GMY
Curren,995319291,0,0,0,149341,Padme JKA Ahsoka GK GMY
Jcerillo70,177357652,0,0,0,150254,Padme JKA Ahsoka GK GMY
Mordhelm,562791448,0,0,0,136935,Padme JKA Ahsoka GK GMY
Acesoka,668136538,0,0,0,158590,Padme JKA Ahsoka GK GMY
Ro'bi wan,124599552,0,0,0,154145,Padme JKA Ahsoka GK GMY
FlibbidyDoo,872314944,9,0,9,129423,Padme JKA Ahsoka R3 GK R4 GMY G12
Rui Vuusen,829415495,0,0,0,153750,Padme JKA Ahsoka GK GMY
oogway,736683126,0,0,0,154119,Padme JKA Ahsoka GK GMY
Wasburn09,129783432,0,0,0,133113,Padme JKA Ahsoka GK GMY
Mandalorion Jrnyman,126964277,0,0,0,146801,Padme JKA Ahsoka GK GMY
Flyt,831894956,0,0,0,147338,Padme JKA Ahsoka GK GMY
ItsTurtleTime,876758471,0,0,0,148738,Padme JKA Ahsoka GK GMY
Shamgar,514487916,0,0,0,142418,Padme JKA Ahsoka GK GMY
knaggs1120,722718646,4,0,4,127424,Padme JKA R3 Ahsoka R3 GK GMY
Al Greaf,778479137,8,0,8,125062,Padme JKA Ahsoka G12 GK GMY R3
Wrongfulpuppet,232337688,6,0,6,131747,Padme JKA G12 Ahsoka GK GMY
RP,524758942,0,0,0,145095,Padme JKA Ahsoka GK GMY
HR dpt Chatty's division,959622351,0,0,0,152921,Padme JKA Ahsoka GK GMY
Holmahnootz,375133234,0,0,0,149034,Padme JKA Ahsoka GK GMY
Pﾑdme's Chﾑstity Belt,725514455,0,0,0,160224,Padme JKA Ahsoka GK GMY
Jader,446271891,0,0,0,147627,Padme JKA Ahsoka GK GMY
Frednerk,655585354,0,0,0,147380,Padme JKA Ahsoka GK GMY
Vaders Fist,128286681,0,0,0,156326,Padme JKA Ahsoka GK GMY
Da Conquering One,765966569,17,0,17,122366,Padme JKA R1 Ahsoka G12 GK R4 GMY G12
BazookaJoe,282763552,0,0,0,158897,Padme JKA Ahsoka GK GMY
DarthScrimm,695948683,11,0,11,123642,Padme R3 JKA Ahsoka R4 GK R3 GMY G12
ThanosLeftHand,386556243,0,0,0,153423,Padme JKA Ahsoka GK GMY
Schmuckk007,858274497,5,0,5,137188,Padme JKA Ahsoka R2 GK R4 GMY R4
Zem Malda,527394568,4,0,4,150740,Padme JKA Ahsoka R1 GK GMY
ClintonKilledEpstein,923593274,2,0,2,149196,Padme R4 JKA Ahsoka R4 GK GMY
Wolfenstien,431257189,0,0,0,151037,Padme JKA Ahsoka GK GMY
Walan Lamor,181994418,9,0,9,125554,Padme JKA R2 Ahsoka G12 GK GMY
Kibleh Toht,512685275,2,0,2,141603,Padme JKA Ahsoka R3 GK GMY
KailonTheGrey,445222445,0,0,0,155017,Padme JKA Ahsoka GK GMY
Griffin,236743442,0,0,0,157128,Padme JKA Ahsoka GK GMY
GravelSK,496916323,0,0,0,154118,Padme JKA Ahsoka GK GMY
ATX ONE,659226473,0,0,0,165950,Padme JKA Ahsoka GK GMY
Gman3D 2,369548148,0,0,0,148644,Padme JKA Ahsoka GK GMY
Boyk Jhaatim,919177443,0,0,0,147592,Padme JKA Ahsoka GK GMY
9th DOGG of SWAG,987179658,4,0,4,141541,Padme JKA Ahsoka R3 GK GMY R3
Ke Ke Mar,943347694,0,0,0,139244,Padme JKA Ahsoka GK GMY
darthAnology,268848548,0,0,0,156375,Padme JKA Ahsoka GK GMY
JasSolo,273222174,0,0,0,150983,Padme JKA Ahsoka GK GMY
Ewoks Goin In Dry,448434423,3,0,3,144055,Padme R4 JKA Ahsoka R3 GK GMY
