Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
GameMasterTy,638481212,2,0,2,146735,Padme R3 JKA Ahsoka GK GMY
Amish Thunder,176912959,0,0,0,135929,Padme JKA Ahsoka GK GMY
KreigerXenos,282691815,0,0,0,133880,Padme JKA Ahsoka GK GMY
Azrian Wayfinder,534697898,0,0,0,154309,Padme JKA Ahsoka GK GMY
StradsMan3,932773673,8,0,8,137306,Padme R3 JKA Ahsoka R3 GK GMY R1
yoadreane,578743589,0,0,0,136904,Padme JKA Ahsoka GK GMY
Dark Helmet,168861666,2,0,2,146298,Padme R4 JKA Ahsoka R4 GK GMY
Zayelt Yazmin,921894553,0,0,0,147421,Padme JKA Ahsoka GK GMY
Stu Karnus,531577471,9,0,9,129895,Padme R3 JKA R1 Ahsoka R3 GK GMY R4
Skycrawler,622484469,12,0,12,127539,Padme JKA G12 Ahsoka GK GMY G12
Ashaman,793686414,6,0,6,127090,Padme R4 JKA R2 Ahsoka R4 GK R4 GMY
lim,182423932,3,0,3,140664,Padme R4 JKA R4 Ahsoka R4 GK GMY
Hego Damask,454521453,0,0,0,150725,Padme JKA Ahsoka GK GMY
Husky,426623327,4,0,4,142185,Padme JKA Ahsoka GK GMY R1
BigDaddy89,811475665,0,0,0,153068,Padme JKA Ahsoka GK GMY
Meeraval Marnath,945775464,0,0,0,145988,Padme JKA Ahsoka GK GMY
Reaperfication,495835681,4,0,4,141258,Padme R1 JKA Ahsoka GK GMY
MIL2F NOW,427479521,9,0,9,128091,Padme R4 JKA G13 Ahsoka R2 GK GMY
DeathVader70,474878848,11,0,11,124669,Padme R4 JKA G12 Ahsoka R3 GK R3 GMY
Nettles123,147898847,0,0,0,148386,Padme JKA Ahsoka GK GMY
KrypticKaoz,945359717,0,0,0,143950,Padme JKA Ahsoka GK GMY
Darthtim,146688265,4,0,4,135529,Padme R4 JKA Ahsoka R4 GK GMY R3
Sammy T,889255878,3,0,3,145525,Padme R2 JKA Ahsoka GK GMY
Uvad Squirl,868679139,5,0,5,144204,Padme JKA Ahsoka GK GMY G13
Noname Q,927523775,1,0,1,134366,Padme JKA Ahsoka GK GMY R4
Vitiate,511332971,41,0,41,78143,Padme G1 JKA Ahsoka G11 GK G7 GMY G12
Daneth Guin,827981268,6,0,6,150016,Padme JKA Ahsoka G12 GK GMY
Altern8,453728856,0,0,0,155998,Padme JKA Ahsoka GK GMY
Stu McGree,659723461,0,0,0,145989,Padme JKA Ahsoka GK GMY
Aynida Ghiobb,936233587,0,0,0,150083,Padme JKA Ahsoka GK GMY
MasterExploder,871232367,6,0,6,131814,Padme JKA Ahsoka GK GMY G12
Driller,456288429,18,0,18,111309,Padme R3 JKA G12 Ahsoka R3 GK R3 GMY G12
Chef,528421884,0,0,0,142711,Padme JKA Ahsoka GK GMY
BLOODSHEDDER,889393569,22,0,22,106422,Padme G8 5* JKA G12 Ahsoka G12 GK GMY
Rex,641548843,1,0,1,142942,Padme JKA Ahsoka GK GMY R4
Andres,436292767,2,0,2,148967,Padme JKA R3 Ahsoka GK GMY
Robby Hanenburg,265566658,0,0,0,146655,Padme JKA Ahsoka GK GMY
