Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Dash Riprock,663558394,0,0,0,155618,Padme JKA Ahsoka GK GMY
Drink Some Tea,454624447,36,0,36,87570,Padme G10 JKA G8 Ahsoka G12 GK G12 GMY G12
Dash Riprock alt,533182519,36,0,36,87261,Padme G8 JKA G12 Ahsoka G10 GK G12 GMY G12
Lil Gap,721276151,34,0,34,92374,Padme G11 JKA G10 Ahsoka G11 GK G12 GMY G12
Slartibartfast alt,677547467,14,0,14,115691,Padme G12 JKA Ahsoka GK GMY G10
Darkwizard126,199916727,59,0,59,41530,Padme G1 5* JKA G11 6* Ahsoka G8 5* GK G1 GMY G10
Darth1 Daddy,318222584,28,0,28,96283,Padme G8 6* JKA Ahsoka G12 GK G12 GMY G12
ARCNiNjai,682233137,12,0,12,114478,Padme JKA G12 Ahsoka GK GMY G12
DDC,414812779,46,0,46,63528,Padme G8 JKA G8 5* Ahsoka G9 GK G7 GMY G12
markyjseph,198536458,54,0,54,53602,Padme G0 0* JKA G8 5* Ahsoka G8 GK G8 GMY G12
IMAC1780,247782748,54,0,54,59591,Padme G1 JKA G8 Ahsoka G8 GK G7 GMY G12
Kaze no Hi,626549968,30,0,30,102250,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Dr Pepper,214958952,0,0,0,152910,Padme JKA Ahsoka GK GMY
Silent,667983833,9,0,9,125843,Padme JKA G12 Ahsoka R3 GK GMY R4
CT 2905,145211637,20,0,20,111602,Padme JKA G12 Ahsoka GK R3 GMY G6
NNMSdabber,424386656,40,0,40,73386,Padme G8 JKA G10 5* Ahsoka G12 GK G8 GMY G12
Shepard,915153266,10,0,10,124613,Padme G8 JKA Ahsoka GK GMY
Dobbz,692459781,6,0,6,124791,Padme JKA Ahsoka GK GMY G12
BAI,488844648,0,0,0,148896,Padme JKA Ahsoka GK GMY
BD 1,945441983,30,0,30,93551,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
SPETSNAZBH05,564615724,20,0,20,109031,Padme G12 JKA R3 Ahsoka R3 GK GMY G8
BenBen,423837513,51,0,51,52557,Padme G0 0* JKA G5 3* Ahsoka G10 GK G12 GMY G12
QuilaCaz,453185837,31,0,31,92671,Padme G8 JKA Ahsoka G12 GK G12 GMY G9
Savage frenzy,654386434,50,0,50,47289,Padme G7 JKA G11 6* Ahsoka G8 GK G8 GMY G6
Zeta Sigma 74,644932613,7,0,7,127312,Padme R4 JKA Ahsoka GK GMY G12
Dimitris,181287221,42,0,42,61641,Padme G9 6* JKA G8 5* Ahsoka G12 GK G8 6* GMY G11
Economist,244796774,55,0,55,49591,Padme G1 JKA G11 Ahsoka G8 GK G9 GMY G6 5*
Tommithan,183484659,55,0,55,48023,Padme G3 6* JKA G5 4* Ahsoka G11 GK G10 GMY G6
Merc,618651132,28,0,28,90747,Padme G9 JKA Ahsoka G11 GK G12 GMY G12
PirateFTW,252624558,46,0,46,67883,Padme G1 5* JKA G12 Ahsoka G10 GK G11 5* GMY G10
SonofGrisha,761968935,0,0,0,154083,Padme JKA Ahsoka GK GMY
Partyanimal,257536584,31,0,31,92839,Padme G12 JKA G12 Ahsoka G12 GK G11 6* GMY G12
Jeager,288811679,30,0,30,100680,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Wiz Kalifa,529558373,34,0,34,79720,Padme G12 JKA G8 5* Ahsoka G12 GK G12 GMY G12
MC One,496367998,1,0,1,149895,Padme R4 JKA Ahsoka GK GMY
SkyBounder,158445314,32,0,32,96515,Padme G13 JKA G13 Ahsoka G12 GK G13 GMY G7
Obi,726269242,26,0,26,105301,Padme G12 JKA G11 Ahsoka G12 GK R4 GMY G12
Dark Killer,755419552,38,0,38,84672,Padme G12 JKA G11 Ahsoka G11 GK G8 GMY G10
spannerdave,546632278,15,0,15,125282,Padme G12 JKA Ahsoka R3 GK GMY G11
Slartibartfast,625761274,61,0,61,41017,Padme G1 JKA G4 4* Ahsoka G6 GK G8 GMY G10
Stryker,171969987,34,0,34,83978,Padme G9 JKA G8 5* Ahsoka G12 GK G12 GMY R2
Blue Moose,233146235,6,0,6,142252,Padme JKA G13 Ahsoka R4 GK GMY
Originalt HTroopers,985227814,3,0,3,153280,Padme JKA Ahsoka R2 GK GMY
Geekytiger,965999173,48,0,48,62063,Padme G8 JKA G11 5* Ahsoka G10 GK G12 GMY G1
Hizashi Hyuga,681282268,18,0,18,111586,Padme G12 JKA R3 Ahsoka R3 GK R3 GMY G12
Grig,655635129,0,0,0,152781,Padme JKA Ahsoka GK GMY
TyTy19石头,667918273,0,0,0,153445,Padme JKA Ahsoka GK GMY
loypop13,223946436,0,0,0,156225,Padme JKA Ahsoka GK GMY
BillboSwaggenz,195239664,7,0,7,143264,Padme R4 JKA Ahsoka G12 GK GMY
JediLukeSkywalker,548318682,48,0,48,48705,Padme G8 JKA G6 3* Ahsoka G8 GK G8 GMY G12
