Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
CorpseGrinderUSA,762819711,0,0,0,146958,Padme JKA Ahsoka GK GMY
TsBag,796587562,44,0,44,75985,Padme G9 6* JKA G3 Ahsoka G8 GK G12 GMY R1
vynle,423513725,8,0,8,137715,Padme R2 JKA R2 Ahsoka R3 GK GMY
Thunder,163682498,6,0,6,137332,Padme JKA G12 Ahsoka GK GMY
Rivem,726615128,11,0,11,125615,Padme R3 JKA Ahsoka R3 GK R4 GMY G12
Vogel,486754244,39,0,39,92472,Padme G7 JKA G11 Ahsoka G8 GK G7 GMY
BountyHunterSlave1,441851933,7,0,7,129581,Padme JKA G12 Ahsoka GK GMY R4
Killyouz,397387589,32,0,32,82436,Padme G0 0* JKA R2 Ahsoka G12 GK R1 GMY R4
DjangoFett,184168414,4,0,4,136769,Padme R3 JKA Ahsoka GK GMY R3
Ukaiden Wyrs,444777315,13,0,13,133756,Padme R2 JKA R1 Ahsoka G12 GK GMY
MINI Zachary,762444814,53,0,53,53271,Padme G0 0* JKA G8 5* Ahsoka G10 GK G8 GMY G11
DarthBinks,453229764,8,0,8,128425,Padme R4 JKA Ahsoka R4 GK GMY G12
Cornholio,983427889,44,0,44,73616,Padme G1 6* JKA G11 Ahsoka G12 GK G12 GMY G10
Bobimus Prime,377489587,27,0,27,109556,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY R3
CorpseSurfer,745346358,49,0,49,63134,Padme G1 JKA G10 6* Ahsoka G10 GK G11 6* GMY G9
straxus47,334632736,41,0,41,68978,Padme G10 JKA G11 Ahsoka G11 GK G7 5* GMY G10
JOEFIEND419,546132624,5,0,5,130448,Padme R4 JKA R4 Ahsoka R4 GK R4 GMY R4
Geno,759237922,0,0,0,156934,Padme JKA Ahsoka GK GMY
Buzzkill,399732637,0,0,0,152921,Padme JKA Ahsoka GK GMY
Proxinia,416217429,24,0,24,112161,Padme R2 JKA G10 Ahsoka R2 GK R2 GMY G11
Pervis the Chisler,422163964,0,0,0,141970,Padme JKA Ahsoka GK GMY
Matthew,696351196,78,0,78,18883,Padme G1 JKA G1 1* Ahsoka G1 5* GK G8 5* GMY G1 5*
FiveSoup,582961367,30,0,30,93603,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Butlicker,961325421,53,0,53,44142,Padme G6 JKA G8 5* Ahsoka G8 GK G6 5* GMY G9
Nevaira,161174748,37,0,37,75998,Padme G11 JKA R1 Ahsoka G12 GK G8 GMY G8
Soundwave Superior,438187725,26,0,26,108562,Padme G12 JKA R3 Ahsoka G12 GK G12 GMY G12
Bretticus,336774861,17,0,17,119774,Padme R2 JKA G12 Ahsoka R2 GK R3 GMY R2
Jordan,279385939,39,0,39,80640,Padme G8 JKA G11 Ahsoka G12 GK G8 5* GMY G12
Julian,867927267,32,0,32,80267,Padme G7 6* JKA G11 Ahsoka G11 GK G11 5* GMY
BigBoy,882256414,57,0,57,43263,Padme G1 5* JKA G1 1* Ahsoka G8 GK G11 6* GMY G12
Dimmadome33,627494765,33,0,33,87643,Padme G12 JKA G12 Ahsoka G12 GK G11 6* GMY G10
Wyatt,753939385,36,0,36,95559,Padme G12 JKA G6 Ahsoka G12 GK G12 GMY G12
The coletrain,246941436,51,0,51,60571,Padme G7 6* JKA G4 Ahsoka G8 GK G8 GMY G12
Skillfuhl,577951862,65,0,65,36180,Padme G1 JKA G8 Ahsoka G8 GK G1 GMY G7
StarKiIIer,574459387,35,0,35,83221,Padme G11 JKA G12 Ahsoka G12 GK G8 GMY G12
MadBoxxes,918321753,10,0,10,122176,Padme JKA R2 Ahsoka R1 GK R2 GMY
Makisi,174154859,6,0,6,129500,Padme G12 JKA Ahsoka GK GMY
Dada,369481718,42,0,42,81655,Padme G2 6* JKA G2 3* Ahsoka G8 GK GMY
Clarrow,198152376,38,0,38,88848,Padme G2 6* JKA G12 Ahsoka GK G8 GMY G12
MrQueen,341758164,56,0,56,48796,Padme G0 0* JKA G11 Ahsoka G11 GK G0 0* GMY G12
Greek Freak 34,952314183,43,0,43,62952,Padme G11 6* JKA G11 Ahsoka G7 GK G6 5* GMY G12
Cup ftw,799439734,45,0,45,53386,Padme G4 5* JKA G9 5* Ahsoka G9 GK G11 5* GMY G12
Pattaflafla,639954162,16,0,16,116003,Padme G12 JKA G12 Ahsoka R4 GK GMY R2
KingMaciu,484479315,67,0,67,27682,Padme G6 6* JKA G1 2* Ahsoka G7 GK G1 5* GMY G8
Hars Barans,472876773,9,0,9,126471,Padme R4 JKA R3 Ahsoka R3 GK R2 GMY R4
CaptainAshton,437239219,64,0,64,45359,Padme G1 JKA G1 5* Ahsoka G1 GK G11 GMY G12
Mol Eliza,894469838,16,0,16,115417,Padme G12 JKA R4 Ahsoka R3 GK G11 6* GMY
Mando Fernandalorian,266468339,32,0,32,103643,Padme G12 JKA G11 Ahsoka G11 GK G12 GMY G12
