Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Chubler,144743434,0,0,0,156064,Padme JKA Ahsoka GK GMY
Mr Bhaumik,156581864,0,0,0,160248,Padme JKA Ahsoka GK GMY
Kavgill,225559995,0,0,0,151445,Padme JKA Ahsoka GK GMY
havok935,658932824,0,0,0,154829,Padme JKA Ahsoka GK GMY
Ventress Wannabee,899636471,0,0,0,160435,Padme JKA Ahsoka GK GMY
Maong,131681652,0,0,0,159074,Padme JKA Ahsoka GK GMY
Sho Nuff,564944361,0,0,0,151056,Padme JKA Ahsoka GK GMY
Jace,147722673,0,0,0,158107,Padme JKA Ahsoka GK GMY
Defenestrația,844978443,0,0,0,151038,Padme JKA Ahsoka GK GMY
AnalkinSkyballer,552289286,0,0,0,154387,Padme JKA Ahsoka GK GMY
Lex Skywalkers,941584821,0,0,0,156745,Padme JKA Ahsoka GK GMY
Chim,593656187,0,0,0,137796,Padme JKA Ahsoka GK GMY
A,914999757,0,0,0,145452,Padme JKA Ahsoka GK GMY
Nolei,549142231,0,0,0,156184,Padme JKA Ahsoka GK GMY
OBI  haaave,821927811,3,0,3,138790,Padme JKA Ahsoka R4 GK GMY R3
Wal Enetia,632221747,0,0,0,150611,Padme JKA Ahsoka GK GMY
BB8,795495542,0,0,0,158150,Padme JKA Ahsoka GK GMY
Zeech,541794515,1,0,1,147569,Padme JKA Ahsoka GK GMY R4
ICEU420,469138648,2,0,2,152330,Padme R3 JKA Ahsoka GK GMY
Largie,224583578,0,0,0,155632,Padme JKA Ahsoka GK GMY
Maldorin,626473749,0,0,0,151119,Padme JKA Ahsoka GK GMY
Soulhunter,191168838,0,0,0,154658,Padme JKA Ahsoka GK GMY
Carl,387674373,0,0,0,157331,Padme JKA Ahsoka GK GMY
The Great One US,496489926,5,0,5,143283,Padme JKA Ahsoka R4 GK GMY R1
Flacko Gäb,916745784,0,0,0,149317,Padme JKA Ahsoka GK GMY
Xian Thencal,364735245,0,0,0,156932,Padme JKA Ahsoka GK GMY
DPrice25,358247244,18,0,18,120814,Padme G12 JKA Ahsoka G12 GK GMY G12
Lenders Quizan,132983974,0,0,0,150652,Padme JKA Ahsoka GK GMY
RAGNAR777,118722255,0,0,0,151152,Padme JKA Ahsoka GK GMY
skyCapt,275781532,0,0,0,154671,Padme JKA Ahsoka GK GMY
JollyRoger99,965654756,2,0,2,141003,Padme JKA Ahsoka R4 GK GMY R4
DE210,252111674,5,0,5,134347,Padme JKA Ahsoka R3 GK GMY R2
Freezefiveoh,383311984,2,0,2,154391,Padme JKA Ahsoka R3 GK GMY
DLeviticus,458876211,6,0,6,143591,Padme G12 JKA Ahsoka GK GMY
Fluffy the Destroyer,791691489,0,0,0,157190,Padme JKA Ahsoka GK GMY
Eeotchbay,815697888,0,0,0,154462,Padme JKA Ahsoka GK GMY
Docbones D2,527897336,0,0,0,157414,Padme JKA Ahsoka GK GMY
Kreacher,228517748,2,0,2,142815,Padme JKA Ahsoka R4 GK GMY R4
Bail Writte SBR,614917386,9,0,9,136814,Padme R4 JKA G12 Ahsoka R3 GK GMY
Qui Hanobi,668125712,0,0,0,153134,Padme JKA Ahsoka GK GMY
MINI SeahawksRule,918679552,6,0,6,127097,Padme JKA Ahsoka GK GMY G12
DoubleA1977,599659874,0,0,0,147873,Padme JKA Ahsoka GK GMY
Dingleberries,884349413,18,0,18,117604,Padme JKA G12 Ahsoka G12 GK GMY G12
Byrd,843549314,0,0,0,154822,Padme JKA Ahsoka GK GMY
Koneko,645198681,0,0,0,160449,Padme JKA Ahsoka GK GMY
Amun Diin,969738181,8,0,8,142454,Padme R3 JKA Ahsoka G12 GK GMY
Bäne,961467978,5,0,5,130878,Padme JKA Ahsoka R3 GK GMY R2
carnage007,321929779,0,0,0,152060,Padme JKA Ahsoka GK GMY
