Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Dark One,353788573,19,0,19,118696,Padme G12 JKA Ahsoka G11 GK G12 GMY
HDS15,857258731,25,0,25,106407,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY
ChiefPheonix1,284131911,73,0,73,50661,Padme G1 JKA G1 Ahsoka G1 GK G13 GMY G1
Nick Steele,279647222,24,0,24,101757,Padme R1 JKA G12 Ahsoka R1 GK R1 GMY G12
Styckeey Battle,663976847,46,0,46,73261,Padme G8 JKA G8 Ahsoka G8 GK G8 GMY G12
Chris Anderson 05051982,165559824,35,0,35,96646,Padme G10 JKA G11 Ahsoka G10 GK G12 GMY G12
Ronju Terds,464722161,0,0,0,139504,Padme JKA Ahsoka GK GMY
RBS,572837322,15,0,15,121927,Padme R1 JKA R1 Ahsoka R2 GK R1 GMY
OldManDan,679213617,32,0,32,98303,Padme G8 JKA G12 Ahsoka G10 GK G12 GMY R3
Terdz 2,772418442,24,0,24,104139,Padme R1 JKA R1 Ahsoka G8 GK GMY G12
BUSTYOAZZ99,215377213,16,0,16,128194,Padme G12 JKA R1 Ahsoka G12 GK GMY
Puke Clodhopper,138652831,12,0,12,129845,Padme JKA G12 Ahsoka GK GMY G12
Latch,277395581,34,0,34,97460,Padme G9 JKA G12 Ahsoka G11 GK G8 GMY R3
AnakinSky,124332729,32,0,32,84131,Padme G6 JKA Ahsoka G11 GK G11 6* GMY G12
Special D,544362218,75,0,75,22996,Padme G1 JKA G1 4* Ahsoka G3 4* GK G0 0* GMY G10
DarthKrillin,143828918,21,0,21,104266,Padme G8 6* JKA R3 Ahsoka G11 GK R4 GMY R4
Schmidt Happens,241187192,30,0,30,102005,Padme G11 JKA G12 Ahsoka R1 GK G10 GMY G13
Appo,299558514,32,0,32,84766,Padme G10 5* JKA R1 Ahsoka G12 GK G11 6* GMY G11
Animus313,848892482,34,0,34,76820,Padme G7 JKA G11 Ahsoka G10 GK G12 GMY R3
ridingred,273374852,35,0,35,84626,Padme G0 0* JKA G11 4* Ahsoka G8 GK GMY
Mol Eliza,943784429,53,0,53,53349,Padme G0 0* JKA G11 6* Ahsoka G8 GK G6 6* GMY G12
asguardian,771325987,34,0,34,92831,Padme G9 JKA G12 Ahsoka G11 GK G8 GMY R3
Tyundi,697663926,6,0,6,129674,Padme JKA Ahsoka GK GMY G12
Nema Ghyron,226226244,57,0,57,52752,Padme G1 6* JKA G1 4* Ahsoka G8 GK R1 GMY G9
Gomer332,964343273,34,0,34,93662,Padme G12 JKA G12 Ahsoka G12 GK G8 GMY G12
Brandino,688146787,61,0,61,40301,Padme G0 0* JKA G8 Ahsoka G11 GK G0 0* GMY G10
Gorkken,883535461,53,0,53,46620,Padme G2 6* JKA G8 5* Ahsoka G9 GK G7 5* GMY G11
KyTheGuy,694385733,45,0,45,74097,Padme G10 JKA G11 Ahsoka G11 GK G12 GMY G1 5*
Whale,872143324,23,0,23,104280,Padme JKA G12 Ahsoka G13 GK R3 GMY G8
BigJill,487462523,67,0,67,37438,Padme G0 0* JKA G10 Ahsoka G6 GK G3 GMY G4
Sonny,719276917,30,0,30,101250,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
凯 天行者,198397314,12,0,12,120448,Padme R3 JKA R3 Ahsoka R3 GK GMY G12
Mikki and her Ry Ry,846428398,43,0,43,73849,Padme G8 JKA G11 Ahsoka G10 GK G7 GMY G11
Djsenior,463522689,0,0,0,139392,Padme JKA Ahsoka GK GMY
SharpChaos,947247942,1,0,1,153418,Padme R4 JKA Ahsoka GK GMY
Pineapplepower,948881749,60,0,60,37741,Padme G0 0* JKA G11 Ahsoka G7 GK G0 0* GMY G12
Extrememills,539555341,55,0,55,42167,Padme G8 JKA G8 6* Ahsoka G8 GK G1 6* GMY G10
doopey29,521484718,38,0,38,74596,Padme G6 5* JKA Ahsoka G12 GK G8 5* GMY G8
hamess,537524776,65,0,65,27111,Padme G0 0* JKA G8 6* Ahsoka G10 GK G0 0* GMY G7 6*
Dart tds,167654687,45,0,45,68112,Padme G1 6* JKA G12 Ahsoka G12 GK G8 6* GMY G12
Jordan Halaren,474449928,25,0,25,99360,Padme G11 JKA G11 Ahsoka G10 GK R2 GMY
Jbird,951768939,20,0,20,115425,Padme R1 JKA G12 Ahsoka G12 GK R3 GMY R3
MINI Eastgamer11,787729542,70,0,70,21673,Padme G1 6* JKA G2 4* Ahsoka G5 5* GK G7 GMY G5 5*
CT5555,331117965,33,0,33,100686,Padme G12 JKA G11 Ahsoka G11 GK G11 GMY G12
Ladybirdie,376923275,27,0,27,99701,Padme G8 JKA G8 Ahsoka G11 GK GMY
