Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Bane533,861877851,6,0,6,143747,Padme JKA Ahsoka G12 GK GMY
YodaMaul32,745646286,18,0,18,108463,Padme R3 JKA G11 Ahsoka R3 GK R4 GMY G12
Goofrbums,523173384,7,0,7,141386,Padme G13 JKA Ahsoka R3 GK GMY
mini bendoverandpadme,165626818,0,0,0,148290,Padme JKA Ahsoka GK GMY
Paksenarrion,166374174,0,0,0,151421,Padme JKA Ahsoka GK GMY
Wooteeki,664573542,9,0,9,127732,Padme R2 JKA Ahsoka R2 GK R3 GMY R4
Horgus Borgus Deluxe,927926657,4,0,4,133800,Padme JKA Ahsoka R3 GK GMY R3
Baryton,735578438,0,0,0,152331,Padme JKA Ahsoka GK GMY
BoabyFett2,291311856,2,0,2,133784,Padme JKA Ahsoka R4 GK GMY R4
lil commie285,168498541,11,0,11,124794,Padme R3 JKA Ahsoka G12 GK GMY R2
Shrimplet596,799471548,25,0,25,111881,Padme G1 JKA Ahsoka G10 GK GMY
OrchDork2011,638984837,18,0,18,118900,Padme R1 JKA Ahsoka G11 GK R1 GMY R2
Ang Skywalker4,963562998,3,0,3,143543,Padme JKA Ahsoka R2 GK GMY
MasterJediBerlin,794111925,11,0,11,122249,Padme JKA G12 Ahsoka R4 GK R4 GMY R2
RobYBFHS JediMaster77,587751266,11,0,11,127369,Padme JKA G12 Ahsoka R4 GK GMY R1
Jeffrey Jeffson,144314664,17,0,17,116724,Padme G12 JKA R3 Ahsoka R2 GK GMY G12
chrisgamercool,642211119,6,0,6,138906,Padme JKA G12 Ahsoka GK GMY
EAsuxMolElizasNutts,464129617,0,0,0,148321,Padme JKA Ahsoka GK GMY
Anaid Battlestar,232639512,6,0,6,129970,Padme R4 JKA R3 Ahsoka R3 GK R4 GMY
Michael313,914671268,6,0,6,134264,Padme R2 JKA Ahsoka R2 GK GMY
JaYBuDi,451654465,0,0,0,154439,Padme JKA Ahsoka GK GMY
Debt n Regret,916866254,6,0,6,137031,Padme JKA Ahsoka G12 GK GMY
QuiGonTequila,436688111,0,0,0,148218,Padme JKA Ahsoka GK GMY
ChiKinNunGet,334464454,16,0,16,117362,Padme G12 JKA R3 Ahsoka G12 GK GMY R3
magavaca,169868535,17,0,17,114632,Padme R3 JKA G12 Ahsoka R3 GK R4 GMY G12
Mos Def,368972514,0,0,0,150616,Padme JKA Ahsoka GK GMY
Asiago Ranch Chicken Club,218397595,5,0,5,133354,Padme JKA R4 Ahsoka GK GMY R1
I dont like sand,821321556,2,0,2,146947,Padme JKA Ahsoka R3 GK GMY
BoabyFett,497634819,0,0,0,154327,Padme JKA Ahsoka GK GMY
shrumpbupski,845831854,5,0,5,135216,Padme R4 JKA Ahsoka R2 GK GMY R4
Dark Killer,264861591,19,0,19,109888,Padme R2 JKA R4 Ahsoka R2 GK G12 GMY G12
MarkSolo,323363645,0,0,0,150021,Padme JKA Ahsoka GK GMY
JaYBuDi,169673462,0,0,0,154708,Padme JKA Ahsoka GK GMY
ƁułƄ,756759227,0,0,0,158123,Padme JKA Ahsoka GK GMY
CelticSasquatch,342685566,6,0,6,122541,Padme JKA Ahsoka GK GMY G12
clumptrees,621337751,15,0,15,122344,Padme JKA Ahsoka G12 GK R3 GMY G11
Historics Lekku,778152487,0,0,0,138116,Padme JKA Ahsoka GK GMY
Dessel,495337171,18,0,18,112248,Padme R3 JKA G12 Ahsoka R3 GK R3 GMY G12
Bane537,537892287,2,0,2,143795,Padme JKA Ahsoka R3 GK GMY
Vîctôr,111927549,27,0,27,97966,Padme G12 JKA G12 Ahsoka G12 GK GMY G9
ОbiWan Kenzobi,199549711,0,0,0,151803,Padme JKA Ahsoka GK GMY
sissel,889533285,22,0,22,109558,Padme G10 JKA G12 Ahsoka G12 GK R3 GMY
Ardoris,469179814,8,0,8,140660,Padme G12 JKA Ahsoka R3 GK GMY
Vultin,254925385,0,0,0,145437,Padme JKA Ahsoka GK GMY
SecretId,732614324,4,0,4,138988,Padme R1 JKA Ahsoka GK GMY
Anarchos,625945737,0,0,0,160958,Padme JKA Ahsoka GK GMY
this is the way,469462954,0,0,0,158048,Padme JKA Ahsoka GK GMY
Saldag,344218762,11,0,11,132663,Padme R4 JKA G12 Ahsoka R1 GK GMY
