Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
mini Cruzman,962295923,2,2,0,151654,Padme JKA Ahsoka GK GMY
Hashslingingslasher,778222546,16,8,8,139353,Padme G13 JKA Ahsoka R2 GK GMY
JasTarter Too,234764733,1,1,0,139632,Padme JKA Ahsoka GK GMY
Six,992469319,14,8,6,130667,Padme JKA Ahsoka GK GMY G12
Tyson,358865491,17,12,5,142503,Padme JKA Ahsoka GK GMY G13
Thux Kraç,146561726,0,0,0,138899,Padme JKA Ahsoka GK GMY
Hima Glowbin,529813421,0,0,0,139845,Padme JKA Ahsoka GK GMY
Papadapalous,782987592,1,1,0,157021,Padme JKA Ahsoka GK GMY
Obi Bonz Kenobie,948124219,2,0,2,144656,Padme R4 JKA R4 Ahsoka GK GMY
Bato Kido,464953624,10,10,0,147011,Padme JKA Ahsoka GK GMY
JakeBum,554665654,0,0,0,145415,Padme JKA Ahsoka GK GMY
ReveNeveR,436444241,2,2,0,148958,Padme JKA Ahsoka GK GMY
Jastarter,476181546,6,0,6,137997,Padme JKA G12 Ahsoka GK GMY
TheMonikon,423522555,9,9,0,137270,Padme JKA Ahsoka GK GMY
The Dude,668946646,8,7,1,156284,Padme JKA Ahsoka R4 GK GMY
Alias Nome,113955439,8,8,0,136425,Padme JKA Ahsoka GK GMY
Crocodile Dundee,354318791,0,0,0,147759,Padme JKA Ahsoka GK GMY
Baxterboz,166221931,0,0,0,147667,Padme JKA Ahsoka GK GMY
Ivar Hardun,548955124,12,0,12,137492,Padme JKA Ahsoka G12 GK GMY G12
Haus Junge,687721517,3,1,2,145080,Padme R4 JKA Ahsoka R4 GK GMY
Bytor Snowdog,656997348,0,0,0,158817,Padme JKA Ahsoka GK GMY
CptBlackBush,888364832,8,7,1,149856,Padme R4 JKA Ahsoka GK GMY
Tad,418829766,1,1,0,148697,Padme JKA Ahsoka GK GMY
Crazaig,689688922,1,0,1,138574,Padme JKA Ahsoka GK GMY R4
Jan Dodonna GAT,482748136,6,6,0,154064,Padme JKA Ahsoka GK GMY
Bobby0350,414725423,38,38,0,146099,Padme JKA Ahsoka GK GMY
MrsBlueprints,651313237,0,0,0,158293,Padme JKA Ahsoka GK GMY
Andhur P'hul,625285383,1,1,0,153892,Padme JKA Ahsoka GK GMY
Pilgrims Plague,756648931,0,0,0,154773,Padme JKA Ahsoka GK GMY
666,699335892,0,0,0,158492,Padme JKA Ahsoka GK GMY
Delmon Enz,467248887,11,8,3,151779,Padme JKA Ahsoka R2 GK GMY
DarkCoitus,825389354,0,0,0,151126,Padme JKA Ahsoka GK GMY
Hoyt Nitrum,428494676,1,1,0,155820,Padme JKA Ahsoka GK GMY
Darthraki,884776838,0,0,0,148569,Padme JKA Ahsoka GK GMY
SWfan114,551549951,12,10,2,149060,Padme JKA Ahsoka R3 GK GMY
Caleb,442729443,8,0,8,131828,Padme G12 JKA Ahsoka R4 GK GMY R4
Raminar,225869313,4,4,0,135708,Padme JKA Ahsoka GK GMY
Leo the lion,312994299,0,0,0,156041,Padme JKA Ahsoka GK GMY
DarthDarth,169543185,3,3,0,141528,Padme JKA Ahsoka GK GMY
DarthDado,773529376,10,3,7,139395,Padme R4 JKA Ahsoka G12 GK GMY
Valldi,541281159,12,6,6,131174,Padme JKA Ahsoka GK GMY G12
Ozzy,574547774,2,0,2,134515,Padme JKA R3 Ahsoka GK GMY
Will Shakespeare,863487143,0,0,0,155565,Padme JKA Ahsoka GK GMY
Harry,444551866,2,0,2,152928,Padme R3 JKA Ahsoka GK GMY
Alex Avery,453358413,6,0,6,127518,Padme JKA Ahsoka GK GMY G12
tallon karrde,623616269,4,4,0,144402,Padme JKA Ahsoka GK GMY
Crusader5454,884293376,5,5,0,153940,Padme JKA Ahsoka GK GMY
Jaycop,322352622,14,8,6,142499,Padme JKA G12 Ahsoka GK GMY
Marka Ragnos,777799968,9,7,2,144126,Padme JKA Ahsoka R4 GK R4 GMY
gucci mane,732116369,0,0,0,150260,Padme JKA Ahsoka GK GMY
