Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Millz20,684712353,0,0,0,145303,Padme JKA Ahsoka GK GMY
Gloom Walker,516227655,13,0,13,117764,Padme G12 JKA Ahsoka R4 GK GMY G12
The JLS,647474141,22,0,22,115915,Padme G12 JKA G12 Ahsoka GK GMY G8
Zar Anduli,889632856,15,0,15,117984,Padme G12 JKA R3 Ahsoka R2 GK R3 GMY R3
Trav,146343631,1,0,1,135165,Padme JKA Ahsoka R4 GK GMY
Millz,332392187,24,0,24,114424,Padme G12 JKA G12 Ahsoka G12 GK GMY G12
Jose Longo,633696187,0,0,0,136053,Padme JKA Ahsoka GK GMY
Bakufett,152667675,20,0,20,107863,Padme R1 JKA G3 3* Ahsoka R4 GK GMY
Danja,583496927,3,0,3,134510,Padme JKA R3 Ahsoka GK GMY R4
Peepeepoopooman,827513585,46,0,46,65910,Padme G5 JKA G8 6* Ahsoka G11 GK G8 GMY G12
KingKrille,295729596,6,0,6,127803,Padme R3 JKA R3 Ahsoka R3 GK GMY
MrPickles,237175899,32,0,32,91826,Padme G7 6* JKA G12 Ahsoka G12 GK G9 GMY
Naga Sadów,936392725,33,0,33,86743,Padme G7 JKA G12 Ahsoka G12 GK G8 GMY
Untamed Sloth,741217131,30,0,30,96776,Padme G12 JKA G13 Ahsoka G13 GK G13 GMY G9
Schmidty2318,419954121,8,0,8,125521,Padme R3 JKA Ahsoka R3 GK R3 GMY R3
Jannah Longo,482599677,30,0,30,107327,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Sneaky Soy Boy 123,494765873,53,0,53,61760,Padme G1 JKA G9 6* Ahsoka G8 GK G7 GMY G12
MINI Techno Union,648966762,30,0,30,96861,Padme G8 JKA Ahsoka G11 GK G12 GMY G11
blactastic,281334117,22,0,22,108738,Padme G12 JKA R3 Ahsoka G12 GK R3 GMY G12
lucathepuka,812752189,77,0,77,18572,Padme G0 0* JKA G3 1* Ahsoka G8 GK G1 5* GMY G1
MatejC,759526265,27,0,27,93810,Padme G12 JKA R3 Ahsoka G12 GK G11 6* GMY G12
B,948356963,2,0,2,132460,Padme JKA Ahsoka GK GMY R3
TRICKSHOT,436272696,41,0,41,73312,Padme G7 JKA G12 Ahsoka G8 GK G11 6* GMY G11
Tantema Garnik,788233588,45,0,45,75098,Padme G1 JKA G1 Ahsoka G7 GK GMY
Mulleg,193362682,35,0,35,78247,Padme G8 JKA G6 4* Ahsoka G11 GK G12 GMY
Dark Shawi,144245956,29,0,29,93993,Padme G8 JKA G6 6* Ahsoka G12 GK R4 GMY
Gerehe Zosma,441557869,44,0,44,54920,Padme G8 JKA G8 5* Ahsoka G8 GK G10 6* GMY G12
Iridium,812495668,6,0,6,145389,Padme JKA Ahsoka G12 GK GMY
Bski,938232767,0,0,0,138811,Padme JKA Ahsoka GK GMY
wookieguy69,912381174,22,0,22,109014,Padme R3 JKA G12 Ahsoka G12 GK R3 GMY G12
PorgWhispererV2,662884978,70,0,70,21496,Padme G0 0* JKA G11 5* Ahsoka G8 GK G1 5* GMY G0 0*
Stahzo,647615227,19,0,19,119407,Padme G12 JKA G11 Ahsoka G12 GK GMY
Kenn Skirata,446373369,20,0,20,107048,Padme JKA Ahsoka R3 GK R3 GMY G2
Valektra Jetberg,661932482,44,0,44,73660,Padme G7 6* JKA G8 6* Ahsoka G12 GK G7 GMY G12
Bobmaloogax5,993486218,4,0,4,134929,Padme R4 JKA R2 Ahsoka GK GMY
canth reed,552172719,76,0,76,10959,Padme G0 0* JKA G7 4* Ahsoka G7 6* GK G0 0* GMY G0 0*
Willey,136186513,0,0,0,134951,Padme JKA Ahsoka GK GMY
Gundam Viver,278185814,55,0,55,59616,Padme G1 JKA G1 3* Ahsoka G9 GK G12 GMY G12
Abra,184464142,44,0,44,81858,Padme G9 JKA G10 Ahsoka G8 GK G8 GMY G11
Brizz,214666834,82,0,82,2321,Padme G0 0* JKA G4 1* Ahsoka G4 3* GK G0 0* GMY G0 0*
Mol Eliza,669656989,54,0,54,64124,Padme G2 5* JKA G8 Ahsoka G8 GK G6 GMY G12
DarthTalon,387869794,7,0,7,129404,Padme R4 JKA Ahsoka R1 GK R4 GMY R4
Sam,218527368,31,0,31,86125,Padme G12 JKA R3 Ahsoka G12 GK G11 6* GMY G8
FunkyWizard,217482916,33,0,33,92453,Padme G9 JKA G12 Ahsoka G12 GK G12 GMY G12
DereckRM13,966819857,72,0,72,17030,Padme G0 0* JKA G6 4* Ahsoka G4 6* GK G4 6* GMY G4 6*
Megared,155754252,8,0,8,135634,Padme R4 JKA Ahsoka G12 GK GMY R4
j13hall13,662956843,10,0,10,125780,Padme JKA Ahsoka G12 GK R3 GMY R3
YeeterSkeeter,819259195,14,0,14,120177,Padme R3 JKA R3 Ahsoka R3 GK R3 GMY G12
SirSchuSchu,863647631,0,0,0,143268,Padme JKA Ahsoka GK GMY
